"","common","sciname","status_scale","status","score","rgn_id","rgn_name","iucn_sid"
"2736","longray fangjaw","Bonapartia pedaliota",NA,NA,0,1,"Offshore",190176
"2737","longray fangjaw","Bonapartia pedaliota",NA,NA,0,2,"Georges Bank",190176
"2738","longray fangjaw","Bonapartia pedaliota",NA,NA,0,4,"Mid-Atlantic Bight",190176
"2739","sargassumfish","Histrio histrio",NA,NA,0,6,"Maine",190183
"2740","sargassumfish","Histrio histrio",NA,NA,0,3,"Gulf of Maine",190183
"2741","sargassumfish","Histrio histrio",NA,NA,0,9,"New Hampshire",190183
"2742","sargassumfish","Histrio histrio",NA,NA,0,2,"Georges Bank",190183
"2743","sargassumfish","Histrio histrio",NA,NA,0,7,"Massachusetts-Gulf of Maine",190183
"2744","sargassumfish","Histrio histrio",NA,NA,0,1,"Offshore",190183
"2745","sargassumfish","Histrio histrio",NA,NA,0,8,"Massachusetts-Virginian",190183
"2746","sargassumfish","Histrio histrio","RI","NNR",0,11,"Rhode Island",190183
"2747","sargassumfish","Histrio histrio",NA,NA,0,4,"Mid-Atlantic Bight",190183
"2748","sargassumfish","Histrio histrio",NA,NA,0,5,"Connecticut",190183
"2749","sargassumfish","Histrio histrio",NA,NA,0,10,"New York",190183
"2750","cobia","Rachycentron canadum",NA,NA,0,3,"Gulf of Maine",190190
"2751","cobia","Rachycentron canadum",NA,NA,0,8,"Massachusetts-Virginian",190190
"2752","cobia","Rachycentron canadum",NA,NA,0,2,"Georges Bank",190190
"2753","cobia","Rachycentron canadum",NA,NA,0,11,"Rhode Island",190190
"2754","cobia","Rachycentron canadum",NA,NA,0,4,"Mid-Atlantic Bight",190190
"2755","cobia","Rachycentron canadum",NA,NA,0,5,"Connecticut",190190
"2756","cobia","Rachycentron canadum",NA,NA,0,10,"New York",190190
"2757","cobia","Rachycentron canadum",NA,NA,0,1,"Offshore",190190
"2758","blunthead puffer","Sphoeroides pachygaster",NA,NA,0,6,"Maine",190193
"2759","blunthead puffer","Sphoeroides pachygaster",NA,NA,0,3,"Gulf of Maine",190193
"2760","blunthead puffer","Sphoeroides pachygaster",NA,NA,0,9,"New Hampshire",190193
"2761","blunthead puffer","Sphoeroides pachygaster",NA,NA,0,2,"Georges Bank",190193
"2762","blunthead puffer","Sphoeroides pachygaster",NA,NA,0,7,"Massachusetts-Gulf of Maine",190193
"2763","blunthead puffer","Sphoeroides pachygaster",NA,NA,0,1,"Offshore",190193
"2764","blunthead puffer","Sphoeroides pachygaster",NA,NA,0,8,"Massachusetts-Virginian",190193
"2765","blunthead puffer","Sphoeroides pachygaster",NA,NA,0,11,"Rhode Island",190193
"2766","blunthead puffer","Sphoeroides pachygaster",NA,NA,0,4,"Mid-Atlantic Bight",190193
"2767","blunthead puffer","Sphoeroides pachygaster",NA,NA,0,5,"Connecticut",190193
"2768","blunthead puffer","Sphoeroides pachygaster",NA,NA,0,10,"New York",190193
"2769",NA,"Halosaurus guentheri",NA,NA,0,4,"Mid-Atlantic Bight",190196
"2770",NA,"Halosaurus guentheri",NA,NA,0,2,"Georges Bank",190196
"2771",NA,"Halosaurus guentheri",NA,NA,0,1,"Offshore",190196
"2772","soft lanternfish","Diaphus mollis",NA,NA,0,6,"Maine",190197
"2773","soft lanternfish","Diaphus mollis",NA,NA,0,3,"Gulf of Maine",190197
"2774","soft lanternfish","Diaphus mollis",NA,NA,0,9,"New Hampshire",190197
"2775","soft lanternfish","Diaphus mollis",NA,NA,0,2,"Georges Bank",190197
"2776","soft lanternfish","Diaphus mollis",NA,NA,0,7,"Massachusetts-Gulf of Maine",190197
"2777","soft lanternfish","Diaphus mollis",NA,NA,0,1,"Offshore",190197
"2778","soft lanternfish","Diaphus mollis",NA,NA,0,8,"Massachusetts-Virginian",190197
"2779","soft lanternfish","Diaphus mollis",NA,NA,0,11,"Rhode Island",190197
"2780","soft lanternfish","Diaphus mollis",NA,NA,0,4,"Mid-Atlantic Bight",190197
"2781","soft lanternfish","Diaphus mollis",NA,NA,0,5,"Connecticut",190197
"2782","soft lanternfish","Diaphus mollis",NA,NA,0,10,"New York",190197
"2783","antillean smooth-head","Talismania antillarum",NA,NA,0,2,"Georges Bank",190198
"2784","antillean smooth-head","Talismania antillarum",NA,NA,0,1,"Offshore",190198
"2785","dana viperfish","Chauliodus danae",NA,NA,0,3,"Gulf of Maine",190203
"2786","dana viperfish","Chauliodus danae",NA,NA,0,2,"Georges Bank",190203
"2787","dana viperfish","Chauliodus danae",NA,NA,0,7,"Massachusetts-Gulf of Maine",190203
"2788","dana viperfish","Chauliodus danae",NA,NA,0,1,"Offshore",190203
"2789","dana viperfish","Chauliodus danae",NA,NA,0,8,"Massachusetts-Virginian",190203
"2790","dana viperfish","Chauliodus danae",NA,NA,0,11,"Rhode Island",190203
"2791","dana viperfish","Chauliodus danae",NA,NA,0,4,"Mid-Atlantic Bight",190203
"2792","dana viperfish","Chauliodus danae",NA,NA,0,5,"Connecticut",190203
"2793","dana viperfish","Chauliodus danae",NA,NA,0,10,"New York",190203
"2794","atlantic saury","Scomberesox saurus",NA,NA,0,6,"Maine",190211
"2795","atlantic saury","Scomberesox saurus",NA,NA,0,3,"Gulf of Maine",190211
"2796","atlantic saury","Scomberesox saurus",NA,NA,0,9,"New Hampshire",190211
"2797","atlantic saury","Scomberesox saurus",NA,NA,0,2,"Georges Bank",190211
"2798","atlantic saury","Scomberesox saurus",NA,NA,0,7,"Massachusetts-Gulf of Maine",190211
"2799","atlantic saury","Scomberesox saurus",NA,NA,0,1,"Offshore",190211
"2800","atlantic saury","Scomberesox saurus",NA,NA,0,8,"Massachusetts-Virginian",190211
"2801","atlantic saury","Scomberesox saurus",NA,NA,0,11,"Rhode Island",190211
"2802","atlantic saury","Scomberesox saurus",NA,NA,0,4,"Mid-Atlantic Bight",190211
"2803","atlantic saury","Scomberesox saurus",NA,NA,0,5,"Connecticut",190211
"2804","atlantic saury","Scomberesox saurus",NA,NA,0,10,"New York",190211
"2805","striped cusk-eel","Ophidion marginatum","NY","NNR",0,10,"New York",190213
"2806","striped cusk-eel","Ophidion marginatum",NA,NA,0,4,"Mid-Atlantic Bight",190213
"2807","striped cusk-eel","Ophidion marginatum",NA,NA,0,1,"Offshore",190213
"2808","dog snapper","Lutjanus jocu",NA,NA,NA,3,"Gulf of Maine",190221
"2809","dog snapper","Lutjanus jocu",NA,NA,NA,7,"Massachusetts-Gulf of Maine",190221
"2810","dog snapper","Lutjanus jocu",NA,NA,NA,2,"Georges Bank",190221
"2811","dog snapper","Lutjanus jocu",NA,NA,NA,8,"Massachusetts-Virginian",190221
"2812","dog snapper","Lutjanus jocu",NA,NA,NA,11,"Rhode Island",190221
"2813","dog snapper","Lutjanus jocu",NA,NA,NA,4,"Mid-Atlantic Bight",190221
"2814","dog snapper","Lutjanus jocu",NA,NA,NA,5,"Connecticut",190221
"2815","dog snapper","Lutjanus jocu",NA,NA,NA,10,"New York",190221
"2816","dog snapper","Lutjanus jocu",NA,NA,NA,1,"Offshore",190221
"2817",NA,"Astronesthes leucopogon",NA,NA,0,1,"Offshore",190229
"2818",NA,"Astronesthes leucopogon",NA,NA,0,2,"Georges Bank",190229
"2819",NA,"Astronesthes leucopogon",NA,NA,0,4,"Mid-Atlantic Bight",190229
"2820",NA,"Astronesthes leucopogon",NA,NA,0,10,"New York",190229
"2821","deepwater lanternfish","Taaningichthys bathyphilus",NA,NA,0,1,"Offshore",190232
"2822","deepwater lanternfish","Taaningichthys bathyphilus",NA,NA,0,2,"Georges Bank",190232
"2823","deepwater lanternfish","Taaningichthys bathyphilus",NA,NA,0,4,"Mid-Atlantic Bight",190232
"2824","abyssal spiderfish","Bathypterois longipes",NA,NA,0,1,"Offshore",190243
"2825","abyssal spiderfish","Bathypterois longipes",NA,NA,0,2,"Georges Bank",190243
"2826","abyssal spiderfish","Bathypterois longipes",NA,NA,0,4,"Mid-Atlantic Bight",190243
"2827","brown driftfish","Ariomma melanum",NA,NA,0,4,"Mid-Atlantic Bight",190252
"2828","brown driftfish","Ariomma melanum",NA,NA,0,1,"Offshore",190252
"2829","longfinned bullseye","Cookeolus japonicus",NA,NA,0,6,"Maine",190255
"2830","longfinned bullseye","Cookeolus japonicus",NA,NA,0,3,"Gulf of Maine",190255
"2831","longfinned bullseye","Cookeolus japonicus",NA,NA,0,9,"New Hampshire",190255
"2832","longfinned bullseye","Cookeolus japonicus",NA,NA,0,2,"Georges Bank",190255
"2833","longfinned bullseye","Cookeolus japonicus",NA,NA,0,7,"Massachusetts-Gulf of Maine",190255
"2834","longfinned bullseye","Cookeolus japonicus",NA,NA,0,1,"Offshore",190255
"2835","longfinned bullseye","Cookeolus japonicus",NA,NA,0,8,"Massachusetts-Virginian",190255
"2836","longfinned bullseye","Cookeolus japonicus",NA,NA,0,11,"Rhode Island",190255
"2837","longfinned bullseye","Cookeolus japonicus",NA,NA,0,4,"Mid-Atlantic Bight",190255
"2838","longfinned bullseye","Cookeolus japonicus",NA,NA,0,5,"Connecticut",190255
"2839","longfinned bullseye","Cookeolus japonicus",NA,NA,0,10,"New York",190255
"2840","pink flabby whalefish","Cetostoma regani",NA,NA,NA,6,"Maine",190260
"2841","pink flabby whalefish","Cetostoma regani",NA,NA,NA,3,"Gulf of Maine",190260
"2842","pink flabby whalefish","Cetostoma regani",NA,NA,NA,9,"New Hampshire",190260
"2843","pink flabby whalefish","Cetostoma regani",NA,NA,NA,2,"Georges Bank",190260
"2844","pink flabby whalefish","Cetostoma regani",NA,NA,NA,7,"Massachusetts-Gulf of Maine",190260
"2845","pink flabby whalefish","Cetostoma regani",NA,NA,NA,1,"Offshore",190260
"2846","pink flabby whalefish","Cetostoma regani",NA,NA,NA,8,"Massachusetts-Virginian",190260
"2847","pink flabby whalefish","Cetostoma regani",NA,NA,NA,11,"Rhode Island",190260
"2848","pink flabby whalefish","Cetostoma regani",NA,NA,NA,4,"Mid-Atlantic Bight",190260
"2849","pink flabby whalefish","Cetostoma regani",NA,NA,NA,5,"Connecticut",190260
"2850","pink flabby whalefish","Cetostoma regani",NA,NA,NA,10,"New York",190260
"2851","topside lampfish","Notolychnus valdiviae",NA,NA,0,6,"Maine",190261
"2852","topside lampfish","Notolychnus valdiviae",NA,NA,0,3,"Gulf of Maine",190261
"2853","topside lampfish","Notolychnus valdiviae",NA,NA,0,9,"New Hampshire",190261
"2854","topside lampfish","Notolychnus valdiviae",NA,NA,0,2,"Georges Bank",190261
"2855","topside lampfish","Notolychnus valdiviae",NA,NA,0,7,"Massachusetts-Gulf of Maine",190261
"2856","topside lampfish","Notolychnus valdiviae",NA,NA,0,1,"Offshore",190261
"2857","topside lampfish","Notolychnus valdiviae",NA,NA,0,8,"Massachusetts-Virginian",190261
"2858","topside lampfish","Notolychnus valdiviae",NA,NA,0,11,"Rhode Island",190261
"2859","topside lampfish","Notolychnus valdiviae",NA,NA,0,4,"Mid-Atlantic Bight",190261
"2860","topside lampfish","Notolychnus valdiviae",NA,NA,0,5,"Connecticut",190261
"2861","topside lampfish","Notolychnus valdiviae",NA,NA,0,10,"New York",190261
"2862","madeiran smooth-head","Rouleina maderensis",NA,NA,0,2,"Georges Bank",190264
"2863","madeiran smooth-head","Rouleina maderensis",NA,NA,0,1,"Offshore",190264
"2864","madeiran smooth-head","Rouleina maderensis",NA,NA,0,4,"Mid-Atlantic Bight",190264
"2865","smallscale smooth-head","Bathytroctes microlepis",NA,NA,0,1,"Offshore",190265
"2866","smallscale smooth-head","Bathytroctes microlepis",NA,NA,0,2,"Georges Bank",190265
"2867","smallscale smooth-head","Bathytroctes microlepis",NA,NA,0,4,"Mid-Atlantic Bight",190265
"2868","atlantic flyingfish","Cheilopogon melanurus",NA,NA,0,6,"Maine",190276
"2869","atlantic flyingfish","Cheilopogon melanurus",NA,NA,0,3,"Gulf of Maine",190276
"2870","atlantic flyingfish","Cheilopogon melanurus",NA,NA,0,9,"New Hampshire",190276
"2871","atlantic flyingfish","Cheilopogon melanurus",NA,NA,0,2,"Georges Bank",190276
"2872","atlantic flyingfish","Cheilopogon melanurus",NA,NA,0,7,"Massachusetts-Gulf of Maine",190276
"2873","atlantic flyingfish","Cheilopogon melanurus",NA,NA,0,8,"Massachusetts-Virginian",190276
"2874","atlantic flyingfish","Cheilopogon melanurus",NA,NA,0,11,"Rhode Island",190276
"2875","atlantic flyingfish","Cheilopogon melanurus",NA,NA,0,4,"Mid-Atlantic Bight",190276
"2876","atlantic flyingfish","Cheilopogon melanurus",NA,NA,0,1,"Offshore",190276
"2877","atlantic flyingfish","Cheilopogon melanurus",NA,NA,0,5,"Connecticut",190276
"2878","atlantic flyingfish","Cheilopogon melanurus",NA,NA,0,10,"New York",190276
"2879",NA,"Dolopichthys longicornis",NA,NA,0,1,"Offshore",190278
"2880",NA,"Dolopichthys longicornis",NA,NA,0,2,"Georges Bank",190278
"2881",NA,"Dolopichthys longicornis",NA,NA,0,4,"Mid-Atlantic Bight",190278
"2882","koefoed's smooth-head","Bathytroctes macrolepis",NA,NA,0,1,"Offshore",190282
"2883","koefoed's smooth-head","Bathytroctes macrolepis",NA,NA,0,2,"Georges Bank",190282
"2884","koefoed's smooth-head","Bathytroctes macrolepis",NA,NA,0,4,"Mid-Atlantic Bight",190282
"2885","escolar","Lepidocybium flavobrunneum",NA,NA,0,3,"Gulf of Maine",190287
"2886","escolar","Lepidocybium flavobrunneum",NA,NA,0,1,"Offshore",190287
"2887","escolar","Lepidocybium flavobrunneum",NA,NA,0,2,"Georges Bank",190287
"2888","escolar","Lepidocybium flavobrunneum",NA,NA,0,4,"Mid-Atlantic Bight",190287
"2889","mirrorwing flyingfish","Hirundichthys speculiger",NA,NA,0,2,"Georges Bank",190292
"2890","mirrorwing flyingfish","Hirundichthys speculiger",NA,NA,0,1,"Offshore",190292
"2891","mirrorwing flyingfish","Hirundichthys speculiger",NA,NA,0,4,"Mid-Atlantic Bight",190292
"2892","bigeye squaretail","Tetragonurus atlanticus",NA,NA,0,3,"Gulf of Maine",190296
"2893","bigeye squaretail","Tetragonurus atlanticus",NA,NA,0,2,"Georges Bank",190296
"2894","bigeye squaretail","Tetragonurus atlanticus",NA,NA,0,1,"Offshore",190296
"2895","bigeye squaretail","Tetragonurus atlanticus",NA,NA,0,4,"Mid-Atlantic Bight",190296
"2896","starry smooth-head","Photostylus pycnopterus",NA,NA,0,1,"Offshore",190298
"2897","starry smooth-head","Photostylus pycnopterus",NA,NA,0,2,"Georges Bank",190298
"2898","starry smooth-head","Photostylus pycnopterus",NA,NA,0,4,"Mid-Atlantic Bight",190298
"2899","bristlemouth","Cyclothone alba",NA,NA,0,6,"Maine",190300
"2900","bristlemouth","Cyclothone alba",NA,NA,0,3,"Gulf of Maine",190300
"2901","bristlemouth","Cyclothone alba",NA,NA,0,9,"New Hampshire",190300
"2902","bristlemouth","Cyclothone alba",NA,NA,0,2,"Georges Bank",190300
"2903","bristlemouth","Cyclothone alba",NA,NA,0,7,"Massachusetts-Gulf of Maine",190300
"2904","bristlemouth","Cyclothone alba",NA,NA,0,1,"Offshore",190300
"2905","bristlemouth","Cyclothone alba",NA,NA,0,8,"Massachusetts-Virginian",190300
"2906","bristlemouth","Cyclothone alba",NA,NA,0,11,"Rhode Island",190300
"2907","bristlemouth","Cyclothone alba",NA,NA,0,4,"Mid-Atlantic Bight",190300
"2908","bristlemouth","Cyclothone alba",NA,NA,0,5,"Connecticut",190300
"2909","bristlemouth","Cyclothone alba",NA,NA,0,10,"New York",190300
"2910","black swallower","Chiasmodon niger",NA,NA,0,2,"Georges Bank",190310
"2911","black swallower","Chiasmodon niger",NA,NA,0,1,"Offshore",190310
"2912","black swallower","Chiasmodon niger",NA,NA,0,4,"Mid-Atlantic Bight",190310
"2913",NA,"Nannobrachium lineatum",NA,NA,0,3,"Gulf of Maine",190311
"2914",NA,"Nannobrachium lineatum",NA,NA,0,2,"Georges Bank",190311
"2915",NA,"Nannobrachium lineatum",NA,NA,0,7,"Massachusetts-Gulf of Maine",190311
"2916",NA,"Nannobrachium lineatum",NA,NA,0,1,"Offshore",190311
"2917",NA,"Nannobrachium lineatum",NA,NA,0,8,"Massachusetts-Virginian",190311
"2918",NA,"Nannobrachium lineatum",NA,NA,0,11,"Rhode Island",190311
"2919",NA,"Nannobrachium lineatum",NA,NA,0,4,"Mid-Atlantic Bight",190311
"2920",NA,"Nannobrachium lineatum",NA,NA,0,5,"Connecticut",190311
"2921",NA,"Nannobrachium lineatum",NA,NA,0,10,"New York",190311
"2922",NA,"Diaphus dumerilii",NA,NA,NA,3,"Gulf of Maine",190314
"2923",NA,"Diaphus dumerilii",NA,NA,NA,2,"Georges Bank",190314
"2924",NA,"Diaphus dumerilii",NA,NA,NA,7,"Massachusetts-Gulf of Maine",190314
"2925",NA,"Diaphus dumerilii",NA,NA,NA,1,"Offshore",190314
"2926",NA,"Diaphus dumerilii",NA,NA,NA,8,"Massachusetts-Virginian",190314
"2927",NA,"Diaphus dumerilii",NA,NA,NA,11,"Rhode Island",190314
"2928",NA,"Diaphus dumerilii",NA,NA,NA,4,"Mid-Atlantic Bight",190314
"2929",NA,"Diaphus dumerilii",NA,NA,NA,5,"Connecticut",190314
"2930",NA,"Diaphus dumerilii",NA,NA,NA,10,"New York",190314
"2931","short fin pearleye","Scopelarchus analis",NA,NA,0,6,"Maine",190316
"2932","short fin pearleye","Scopelarchus analis",NA,NA,0,3,"Gulf of Maine",190316
"2933","short fin pearleye","Scopelarchus analis",NA,NA,0,9,"New Hampshire",190316
"2934","short fin pearleye","Scopelarchus analis",NA,NA,0,2,"Georges Bank",190316
"2935","short fin pearleye","Scopelarchus analis",NA,NA,0,7,"Massachusetts-Gulf of Maine",190316
"2936","short fin pearleye","Scopelarchus analis",NA,NA,0,1,"Offshore",190316
"2937","short fin pearleye","Scopelarchus analis",NA,NA,0,8,"Massachusetts-Virginian",190316
"2938","short fin pearleye","Scopelarchus analis",NA,NA,0,11,"Rhode Island",190316
"2939","short fin pearleye","Scopelarchus analis",NA,NA,0,4,"Mid-Atlantic Bight",190316
"2940","short fin pearleye","Scopelarchus analis",NA,NA,0,5,"Connecticut",190316
"2941","short fin pearleye","Scopelarchus analis",NA,NA,0,10,"New York",190316
"2942","spurcheek lanternfish","Bolinichthys photothorax",NA,NA,0,2,"Georges Bank",190317
"2943","spurcheek lanternfish","Bolinichthys photothorax",NA,NA,0,3,"Gulf of Maine",190317
"2944","spurcheek lanternfish","Bolinichthys photothorax",NA,NA,0,1,"Offshore",190317
"2945","spurcheek lanternfish","Bolinichthys photothorax",NA,NA,0,4,"Mid-Atlantic Bight",190317
"2946","garman's lanternfish","Diaphus garmani",NA,NA,0,1,"Offshore",190321
"2947","garman's lanternfish","Diaphus garmani",NA,NA,0,4,"Mid-Atlantic Bight",190321
"2948","sloane's viperfish","Chauliodus sloani",NA,NA,0,2,"Georges Bank",190324
"2949","sloane's viperfish","Chauliodus sloani",NA,NA,0,1,"Offshore",190324
"2950","sloane's viperfish","Chauliodus sloani",NA,NA,0,4,"Mid-Atlantic Bight",190324
"2951","atlantic fanfish","Pterycombus brama",NA,NA,0,6,"Maine",190330
"2952","atlantic fanfish","Pterycombus brama",NA,NA,0,3,"Gulf of Maine",190330
"2953","atlantic fanfish","Pterycombus brama",NA,NA,0,9,"New Hampshire",190330
"2954","atlantic fanfish","Pterycombus brama",NA,NA,0,2,"Georges Bank",190330
"2955","atlantic fanfish","Pterycombus brama",NA,NA,0,7,"Massachusetts-Gulf of Maine",190330
"2956","atlantic fanfish","Pterycombus brama",NA,NA,0,1,"Offshore",190330
"2957","atlantic fanfish","Pterycombus brama",NA,NA,0,8,"Massachusetts-Virginian",190330
"2958","atlantic fanfish","Pterycombus brama",NA,NA,0,11,"Rhode Island",190330
"2959","atlantic fanfish","Pterycombus brama",NA,NA,0,4,"Mid-Atlantic Bight",190330
"2960","atlantic fanfish","Pterycombus brama",NA,NA,0,5,"Connecticut",190330
"2961","atlantic fanfish","Pterycombus brama",NA,NA,0,10,"New York",190330
"2962",NA,"Gyrinomimus myersi",NA,NA,NA,1,"Offshore",190331
"2963",NA,"Gyrinomimus myersi",NA,NA,NA,4,"Mid-Atlantic Bight",190331
"2964","scalloped ribbonfish","Zu cristatus",NA,NA,0,6,"Maine",190346
"2965","scalloped ribbonfish","Zu cristatus",NA,NA,0,3,"Gulf of Maine",190346
"2966","scalloped ribbonfish","Zu cristatus",NA,NA,0,9,"New Hampshire",190346
"2967","scalloped ribbonfish","Zu cristatus",NA,NA,0,2,"Georges Bank",190346
"2968","scalloped ribbonfish","Zu cristatus",NA,NA,0,7,"Massachusetts-Gulf of Maine",190346
"2969","scalloped ribbonfish","Zu cristatus",NA,NA,0,1,"Offshore",190346
"2970","scalloped ribbonfish","Zu cristatus",NA,NA,0,8,"Massachusetts-Virginian",190346
"2971","scalloped ribbonfish","Zu cristatus",NA,NA,0,11,"Rhode Island",190346
"2972","scalloped ribbonfish","Zu cristatus",NA,NA,0,4,"Mid-Atlantic Bight",190346
"2973","scalloped ribbonfish","Zu cristatus",NA,NA,0,5,"Connecticut",190346
"2974","scalloped ribbonfish","Zu cristatus",NA,NA,0,10,"New York",190346
"2975",NA,"Cetomimus gillii",NA,NA,NA,1,"Offshore",190349
"2976",NA,"Cetomimus gillii",NA,NA,NA,2,"Georges Bank",190349
"2977",NA,"Cetomimus gillii",NA,NA,NA,4,"Mid-Atlantic Bight",190349
"2978",NA,"Cetomimus gillii",NA,NA,NA,10,"New York",190349
"2979",NA,"Cetomimus gillii",NA,NA,NA,5,"Connecticut",190349
"2980","loosejaw","Aristostomias tittmanni",NA,NA,0,6,"Maine",190353
"2981","loosejaw","Aristostomias tittmanni",NA,NA,0,3,"Gulf of Maine",190353
"2982","loosejaw","Aristostomias tittmanni",NA,NA,0,9,"New Hampshire",190353
"2983","loosejaw","Aristostomias tittmanni",NA,NA,0,2,"Georges Bank",190353
"2984","loosejaw","Aristostomias tittmanni",NA,NA,0,7,"Massachusetts-Gulf of Maine",190353
"2985","loosejaw","Aristostomias tittmanni",NA,NA,0,1,"Offshore",190353
"2986","loosejaw","Aristostomias tittmanni",NA,NA,0,8,"Massachusetts-Virginian",190353
"2987","loosejaw","Aristostomias tittmanni",NA,NA,0,11,"Rhode Island",190353
"2988","loosejaw","Aristostomias tittmanni",NA,NA,0,4,"Mid-Atlantic Bight",190353
"2989","loosejaw","Aristostomias tittmanni",NA,NA,0,5,"Connecticut",190353
"2990","loosejaw","Aristostomias tittmanni",NA,NA,0,10,"New York",190353
"2991","gilbert's halosaurid fish","Aldrovandia affinis",NA,NA,0,2,"Georges Bank",190356
"2992","gilbert's halosaurid fish","Aldrovandia affinis",NA,NA,0,1,"Offshore",190356
"2993","gilbert's halosaurid fish","Aldrovandia affinis",NA,NA,0,4,"Mid-Atlantic Bight",190356
"2994",NA,"Astronesthes niger",NA,NA,0,6,"Maine",190361
